circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude,_resource_id,_source_resource_id
Telangana Circle,Hyderabad Region,Karimnagar Division,Ambaripet B.O,505526,BO,Delivery,Jagitial,TELANGANA,18.7964160,79.1865560,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Muthunur B.O,505526,BO,Delivery,Jagitial,TELANGANA,18.8370670,79.2254590,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad City Region,Sangareddy Division,Atmakur B.O,502291,BO,Delivery,SANGAREDDY,TELANGANA,17.682775,77.93443,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Jagadevpet B.O,505526,BO,Delivery,Jagitial,TELANGANA,18.8218060,79.1532110,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Achampalli B.O,505445,BO,Delivery,KARIMNAGAR,TELANGANA,18.4772630,78.9906590,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Nagireddipur B.O,505445,BO,Delivery,KARIMNAGAR,TELANGANA,18.5941830,79.0266640,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Kurikyal B.O,505445,BO,Delivery,KARIMNAGAR,TELANGANA,18.5462960,79.0026640,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Gouravelli B.O,505467,BO,Delivery,SIDDIPET,TELANGANA,18.0692370,79.1201230,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Pandilla B.O,505467,BO,Delivery,SIDDIPET,TELANGANA,18.1345730,79.1640240,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Parveda B.O,505467,BO,Delivery,SIDDIPET,TELANGANA,18.1600170,79.1485040,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Cheppial B.O,505501,BO,Delivery,Jagitial,TELANGANA,18.6126490,78.9306840,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Vallampatla B.O,505402,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.3552880,78.9330980,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Warangal Division,Anantharam B.O,506102,BO,Delivery,MAHABUBABAD,TELANGANA,17.579708,80.042347000000007,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Algunur B.O,505527,BO,Delivery,KARIMNAGAR,TELANGANA,18.4016640,79.1458940,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Polampalli B.O,505469,BO,Delivery,KARIMNAGAR,TELANGANA,18.3026950,79.2370250,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Bommakal B.O,505002,BO,Delivery,KARIMNAGAR,TELANGANA,18.4464510,79.1633180,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Durshed B.O,505002,BO,Delivery,KARIMNAGAR,TELANGANA,18.4602630,79.1842390,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Nallagonda B.O,505481,BO,Delivery,KARIMNAGAR,TELANGANA,18.3076250,79.1865130,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Ramancha B.O,505481,BO,Delivery,KARIMNAGAR,TELANGANA,18.2668360,79.1450570,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Katnapalli B.O,505531,BO,Delivery,KARIMNAGAR,TELANGANA,18.5436400,79.1125060,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Koheda B.O,505473,BO,Delivery,SIDDIPET,TELANGANA,18.1714490,79.0938590,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Jangapalli B.O,505530,BO,Delivery,KARIMNAGAR,TELANGANA,18.3267210,79.0880440,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Karimnagar Division,Tallapalli B.O,505530,BO,Delivery,RAJANNA SIRCILLA,TELANGANA,18.1243470,78.9650270,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Nagal Kadmoor B.O,509130,BO,Delivery,WANAPARTHY,TELANGANA,16.3752813,77.7747811,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Irladinne B.O,509130,BO,Delivery,WANAPARTHY,TELANGANA,16.3753043,77.7747922,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Mittadoddi B.O,509127,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.0176398,77.6714337,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad City Region,Sangareddy Division,Gopanpally B.O,502221,BO,Delivery,SANGAREDDY,TELANGANA,17.675455490817892,77.51495291758768,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Rekulampalli B.O,509219,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.4989232,77.8770759,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Alwalpad B.O,509133,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.2423266,77.6194372,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Beechpally B.O,509133,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.1612077,77.9296164,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Thimmapur B.O,509133,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.1735577,77.9089354,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Tottinon Doddi B.O,509129,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.9841544,77.5459010,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Erikichedu B.O,509129,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.0889349,77.5472846,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Peddamamidala Padu B.O,509128,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.9947800,77.9217000,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Dharmavaram B.O,509128,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.0575904,77.9399690,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Pallepad B.O,509128,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.9669924,77.9413530,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Vallur B.O,509128,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.0146453,77.8996830,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Paipadu B.O,509126,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.9446413,77.8634103,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Peddatandrapad B.O,509126,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.8909545,77.7741349,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Marmungal B.O,509153,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.9421059,78.0395629,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Pullur B.O,509153,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.8744510,78.0089239,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Yapadinne B.O,509135,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.9819516,77.7435550,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Kandur B.O,509382,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.7009527,78.0517530,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Polkampally B.O,509382,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.7541407,78.0433791,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Gajulapet B.O,509382,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.7009548,78.0517140,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Bommanpad B.O,509407,BO,Delivery,Narayanpet,TELANGANA,16.7638286,77.5943745,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Gudimunkan Pally B.O,509407,BO,Delivery,Narayanpet,TELANGANA,16.8678650,77.4877986,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Wathugundla B.O,509407,BO,Delivery,Narayanpet,TELANGANA,16.8128498,77.5595020,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Dokur B.O,509204,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.5311546,77.9425569,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Manikonda B.O,509204,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.7050722,77.9531762,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Kistapur B.O,509204,BO,Delivery,Narayanpet,TELANGANA,16.6122090,77.8123940,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Tankara B.O,509334,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.8157485,77.9518893,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Hakeempet B.O,509350,BO,Delivery,Narayanpet,TELANGANA,17.0377518,77.7460707,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Lakcherla B.O,509350,BO,Delivery,VIKARABAD,TELANGANA,17.0584593,77.7217301,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Boyapally B.O,509002,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.7818434,77.9900402,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Kothapet B.O,509002,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.7969438,77.9612435,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Kachwar B.O,509353,BO,Delivery,Narayanpet,TELANGANA,16.5300555,77.5614652,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Manthan Gode B.O,509353,BO,Delivery,Narayanpet,TELANGANA,16.5092612,77.6003029,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Parsapur B.O,509338,BO,Delivery,VIKARABAD,TELANGANA,17.0724750,77.6469666,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Chandraspalli B.O,509371,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.8113904,77.7981979,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Malkapuram B.O,509371,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.7544632,77.8447225,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Pagidial B.O,509371,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.8707373,77.7466582,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Suraram B.O,509371,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.8135370,77.7455685,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Vinjamur B.O,509371,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.7683132,77.7069077,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Rampur B.O,509371,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.7690470,77.8421052,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Chandravancha B.O,509339,BO,Delivery,Narayanpet,TELANGANA,17.0118179,77.6754289,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Vennached B.O,509339,BO,Delivery,MAHABUBNAGAR,TELANGANA,16.9609661,77.7694021,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Tangadgi B.O,509352,BO,Delivery,Narayanpet,TELANGANA,16.4294190,77.2999227,5c2f62fe-5afa-4119-a499-fec9d604d5bd,5c2f62fe-5afa-4119-a499-fec9d604d5bd
