name,state,district,source,latitude,longitude
Jajpur,Odisha,Jajpur,derived_data_gov,20.84852,86.33729
Jharsuguda,Odisha,Jharsuguda,derived_data_gov,21.85531,84.00698
Bhawanipatna,Odisha,Kalahandi,derived_data_gov,20.13661,85.0799
Junagarh,Odisha,Kalahandi,derived_data_gov,20.13661,85.0799
Kesinga,Odisha,Kalahandi,derived_data_gov,20.13661,85.0799
Anandapur,Odisha,Keonjhar,derived_data_gov,21.6318,85.59686
Amgaon,Maharashtra,Gondiya,derived_data_gov,,
Arjuni,Maharashtra,Gondiya,derived_data_gov,,
Goregaon,Maharashtra,Gondiya,derived_data_gov,,
Tiroda,Maharashtra,Gondiya,derived_data_gov,,
Nanded,Maharashtra,Nanded,derived_data_gov,19.16023,77.31497
Navapur,Maharashtra,Nandurbar,derived_data_gov,21.36671,74.24051
Alibagh,Maharashtra,Raigad,derived_data_gov,42.25191,-7.18074
Karjat(Raigad),Maharashtra,Raigad,derived_data_gov,42.25191,-7.18074
Padampur,Odisha,Bargarh,derived_data_gov,21.33348,83.61905
Sohela,Odisha,Bargarh,derived_data_gov,21.33348,83.61905
Bhadrak,Odisha,Bhadrak,derived_data_gov,21.05447,86.5156
Chandabali,Odisha,Bhadrak,derived_data_gov,21.05447,86.5156
Sahidngar,Odisha,Bhadrak,derived_data_gov,21.05447,86.5156
Banki,Odisha,Cuttack,derived_data_gov,20.46497,85.87927
Kendupatna,Odisha,Cuttack,derived_data_gov,20.46497,85.87927
Kendupatna(Niali),Odisha,Cuttack,derived_data_gov,20.46497,85.87927
Deogarh,Odisha,Deogarh,derived_data_gov,21.53827,84.73337
kalanwali,Haryana,Sirsa,derived_data_gov,29.53489,75.02898
Bilaspur,Himachal Pradesh,Bilaspur,derived_data_gov,22.08005,82.15543
Chail Chowk,Himachal Pradesh,Mandi,derived_data_gov,31.71194,76.93273
Dhanotu (Mandi),Himachal Pradesh,Mandi,derived_data_gov,31.71194,76.93273
Mandi(Mandi),Himachal Pradesh,Mandi,derived_data_gov,31.71194,76.93273
Mandi(Takoli),Himachal Pradesh,Mandi,derived_data_gov,31.71194,76.93273
Gumla,Jharkhand,Gumla,derived_data_gov,23.04268,84.54429
Shikaripura,Karnataka,Shimoga,derived_data_gov,13.93157,75.56791
Sheopurkalan,Madhya Pradesh,Sheopur,derived_data_gov,25.66472,76.69616
Amritsar(Amritsar Mewa Mandi),Punjab,Amritsar,derived_data_gov,31.62234,74.87534
Hospet,Karnataka,Bellary,derived_data_gov,15.14205,76.92398
Tarikere,Karnataka,Chikmagalur,derived_data_gov,13.32231,75.774
Challakere,Karnataka,Chitradurga,derived_data_gov,14.22262,76.40038
Arasikere,Karnataka,Hassan,derived_data_gov,13.00715,76.0962
Belur,Karnataka,Hassan,derived_data_gov,13.00715,76.0962
Holenarsipura,Karnataka,Hassan,derived_data_gov,13.00715,76.0962
Neem Ka Thana,Rajasthan,Sikar,derived_data_gov,27.61206,75.13996
Sikar,Rajasthan,Sikar,derived_data_gov,27.61206,75.13996
Sri Madhopur,Rajasthan,Sikar,derived_data_gov,27.61206,75.13996
Nandgaon,Maharashtra,Nashik,derived_data_gov,19.99727,73.79096
Satana,Maharashtra,Nashik,derived_data_gov,19.99727,73.79096
Sinner,Maharashtra,Nashik,derived_data_gov,19.99727,73.79096
Yeola,Maharashtra,Nashik,derived_data_gov,19.99727,73.79096
Sonpeth,Maharashtra,Parbhani,derived_data_gov,19.26855,76.77081
Baramati,Maharashtra,Pune,derived_data_gov,18.51957,73.85535
Dound,Maharashtra,Pune,derived_data_gov,18.51957,73.85535
Indapur,Maharashtra,Pune,derived_data_gov,18.51957,73.85535
Khed(Chakan),Maharashtra,Pune,derived_data_gov,18.51957,73.85535
Nira,Maharashtra,Pune,derived_data_gov,18.51957,73.85535
Pune,Maharashtra,Pune,derived_data_gov,18.51957,73.85535
Pune(Khadiki),Maharashtra,Pune,derived_data_gov,18.51957,73.85535
Pune(Pimpri),Maharashtra,Pune,derived_data_gov,18.51957,73.85535
Aatpadi,Maharashtra,Sangli,derived_data_gov,16.85438,74.56417
Sangli,Maharashtra,Sangli,derived_data_gov,16.85438,74.56417
"Sangli(Phale, Bhajipura Market)",Maharashtra,Sangli,derived_data_gov,16.85438,74.56417
Lonand,Maharashtra,Satara,derived_data_gov,17.68589,73.99333
Fazilka (Ladhuka),Punjab,Fazilka,derived_data_gov,30.40207,74.02836
Dera Baba Nanak,Punjab,Gurdaspur,derived_data_gov,32.03933,75.40318
Raikot,Punjab,Ludhiana,derived_data_gov,30.91204,75.85379
Banur,Punjab,Mohali,derived_data_gov,30.67995,76.72211
Balachaur,Punjab,Nawanshahr,derived_data_gov,31.1245,76.11613
Nawan Shahar(Mandi Aur),Punjab,Nawanshahr,derived_data_gov,31.1245,76.11613
Nawan Shahar(MandiRaho),Punjab,Nawanshahr,derived_data_gov,31.1245,76.11613
Nawan Shahar(Subzi Mandi),Punjab,Nawanshahr,derived_data_gov,31.1245,76.11613
Khanauri,Punjab,Sangrur,derived_data_gov,30.24506,75.84488
Bapauli,Haryana,Panipat,derived_data_gov,29.38747,76.96825
Visakhapatnam,Andhra Pradesh,Visakhapatnam,derived_data_gov,17.68009,83.20161
"Anand(Veg,Yard,Anand)",Gujarat,Anand,derived_data_gov,22.55251,72.9552
Bhuna,Haryana,Fatehabad,derived_data_gov,29.51525,75.45554
Etah,Uttar Pradesh,Etah,derived_data_gov,27.55879,78.65692
Jasvantnagar,Uttar Pradesh,Etawah,derived_data_gov,26.77615,79.02133
Kishunpur,Uttar Pradesh,Fatehpur,derived_data_gov,25.92774,80.81266
Firozabad,Uttar Pradesh,Firozabad,derived_data_gov,27.15092,78.39781
Shikohabad,Uttar Pradesh,Firozabad,derived_data_gov,27.15092,78.39781
Tundla,Uttar Pradesh,Firozabad,derived_data_gov,27.15092,78.39781
Haathras,Uttar Pradesh,Hathras,derived_data_gov,27.59551,78.05201
Shadabad,Uttar Pradesh,Hathras,derived_data_gov,27.59551,78.05201
Muzzafarnagar,Uttar Pradesh,Muzaffarnagar,derived_data_gov,29.47091,77.70332
Dahod(Veg. Market),Gujarat,Dahod,derived_data_gov,22.83283,74.25986
Siddhpur,Gujarat,Patan,derived_data_gov,27.67658,85.31417
Aluva,Kerala,Ernakulam,derived_data_gov,9.93988,76.26022
Angamaly,Kerala,Ernakulam,derived_data_gov,9.93988,76.26022
Perumbavoor,Kerala,Ernakulam,derived_data_gov,9.93988,76.26022
Anchal,Kerala,Kollam,derived_data_gov,8.88113,76.58469
Sasthamkotta,Kerala,Kollam,derived_data_gov,8.88113,76.58469
Athirampuzha,Kerala,Kottayam,derived_data_gov,9.58692,76.52132
Kanjirappally,Kerala,Kottayam,derived_data_gov,9.58692,76.52132
Pampady,Kerala,Kottayam,derived_data_gov,9.58692,76.52132
Mukkom,Kerala,Kozhikode(Calicut),derived_data_gov,,
Palayam,Kerala,Kozhikode(Calicut),derived_data_gov,,
Koduvayoor,Kerala,Palakad,derived_data_gov,12.15979,79.91297
Kollengode,Kerala,Palakad,derived_data_gov,12.15979,79.91297
Madakasira,Andhra Pradesh,Anantapur,derived_data_gov,14.67784,77.60813
Rayadurg,Andhra Pradesh,Anantapur,derived_data_gov,14.67784,77.60813
Bobbili,Andhra Pradesh,Vijayanagaram,derived_data_gov,19.45441,83.2659
Kurupam,Andhra Pradesh,Vijayanagaram,derived_data_gov,19.45441,83.2659
Parvathipuram,Andhra Pradesh,Vijayanagaram,derived_data_gov,19.45441,83.2659
Jalaun,Uttar Pradesh,Jalaun (Orai),derived_data_gov,,
Pilibanga,Rajasthan,Hanumangarh,derived_data_gov,29.58182,74.32938
Rawatsar,Rajasthan,Hanumangarh,derived_data_gov,29.58182,74.32938
Sangriya,Rajasthan,Hanumangarh,derived_data_gov,29.58182,74.32938
Suratgarh,Rajasthan,Hanumangarh,derived_data_gov,29.58182,74.32938
Bagru,Rajasthan,Jaipur,derived_data_gov,26.91962,75.78781
Bassi,Rajasthan,Jaipur,derived_data_gov,26.91962,75.78781
Chomu (Grain),Rajasthan,Jaipur,derived_data_gov,26.91962,75.78781
Jaipur (Grain),Rajasthan,Jaipur,derived_data_gov,26.91962,75.78781
Jaipur(Grain)(Chandpole),Rajasthan,Jaipur,derived_data_gov,26.91962,75.78781
Chalakudy,Kerala,Thirssur,derived_data_gov,,
Irinjalakkuda,Kerala,Thirssur,derived_data_gov,,
Kodumgalloor,Kerala,Thirssur,derived_data_gov,,
Thrissur,Kerala,Thirssur,derived_data_gov,,
Kattakada,Kerala,Thiruvananthapuram,derived_data_gov,8.4855,76.94924
Dhari,Gujarat,Amreli,derived_data_gov,21.59983,71.21169
Jhalod,Gujarat,Dahod,derived_data_gov,22.83283,74.25986
Chanthroor,Kerala,Alappuzha,derived_data_gov,9.49004,76.3264
vadakarapathy,Kerala,Palakad,derived_data_gov,12.15979,79.91297
Wokha Town,Nagaland,Wokha,derived_data_gov,26.09717,94.25817
Azadpur,NCT of Delhi,Delhi,derived_data_gov,28.65195,77.23149
Sikandraraau,Uttar Pradesh,Hathras,derived_data_gov,27.59551,78.05201
Chhibramau,Uttar Pradesh,Kannuj,derived_data_gov,,
Jhijhank,Uttar Pradesh,Kanpur Dehat,derived_data_gov,,
Rura,Uttar Pradesh,Kanpur Dehat,derived_data_gov,,
Kasganj,Uttar Pradesh,Kasganj,derived_data_gov,27.80882,78.64579
Ajuha,Uttar Pradesh,Prayagraj,derived_data_gov,25.44478,81.84322
Chandausi,Uttar Pradesh,Sambhal,derived_data_gov,28.58498,78.56959
Gevrai,Maharashtra,Beed,derived_data_gov,18.98921,75.75634
Rayagada,Odisha,Rayagada,derived_data_gov,19.17132,83.41428
Kila Raipur,Punjab,Ludhiana,derived_data_gov,30.91204,75.85379
Ludhiana(Mandi gill Road),Punjab,Ludhiana,derived_data_gov,30.91204,75.85379
Ludhiana(Salem Tabri),Punjab,Ludhiana,derived_data_gov,30.91204,75.85379
Machhiwara,Punjab,Ludhiana,derived_data_gov,30.91204,75.85379
Maloud,Punjab,Ludhiana,derived_data_gov,30.91204,75.85379
Mullanpur,Punjab,Ludhiana,derived_data_gov,30.91204,75.85379
Sahnewal,Punjab,Ludhiana,derived_data_gov,30.91204,75.85379
Samrala,Punjab,Ludhiana,derived_data_gov,30.91204,75.85379
Sidhwan Bet,Punjab,Ludhiana,derived_data_gov,30.91204,75.85379
Bhikhi,Punjab,Mansa,derived_data_gov,-11.19976,28.89431
Mansa,Punjab,Mansa,derived_data_gov,-11.19976,28.89431
Ajitwal,Punjab,Moga,derived_data_gov,30.81383,75.16878
Badhni Kalan,Punjab,Moga,derived_data_gov,30.81383,75.16878
Baghapurana,Punjab,Moga,derived_data_gov,30.81383,75.16878
Nihal Singh Wala,Punjab,Moga,derived_data_gov,30.81383,75.16878
Mahad,Maharashtra,Raigad,derived_data_gov,42.25191,-7.18074
Mangaon,Maharashtra,Raigad,derived_data_gov,42.25191,-7.18074
Pen,Maharashtra,Raigad,derived_data_gov,42.25191,-7.18074
Roha,Maharashtra,Raigad,derived_data_gov,42.25191,-7.18074
Shahapur,Maharashtra,Thane,derived_data_gov,19.19704,72.96355
Vasai,Maharashtra,Thane,derived_data_gov,19.19704,72.96355
Aarni,Maharashtra,Yavatmal,derived_data_gov,20.39324,78.13201
Champua,Odisha,Keonjhar,derived_data_gov,21.6318,85.59686
Saharpada,Odisha,Keonjhar,derived_data_gov,21.6318,85.59686
Balugaon,Odisha,Khurda,derived_data_gov,20.18268,85.61629
Jatni,Odisha,Khurda,derived_data_gov,20.18268,85.61629
Jeypore,Odisha,Koraput,derived_data_gov,18.81199,82.71048
Jeypore(Kotpad),Odisha,Koraput,derived_data_gov,18.81199,82.71048
Malkanagiri,Odisha,Malkangiri,derived_data_gov,18.36428,81.888
Karanjia,Odisha,Mayurbhanja,derived_data_gov,,
Udala,Odisha,Mayurbhanja,derived_data_gov,,
Bahadajholla,Odisha,Nayagarh,derived_data_gov,20.12882,85.09626
Nabarangpur(Umerkote),Odisha,Nowarangpur,derived_data_gov,,
Khariar Road,Odisha,Nuapada,derived_data_gov,20.8167,82.5333
Nimapara,Odisha,Puri,derived_data_gov,19.79825,85.82494
Puri(Brahmagiri),Odisha,Puri,derived_data_gov,19.79825,85.82494
Sakhigopal,Odisha,Puri,derived_data_gov,19.79825,85.82494
Attari,Punjab,Amritsar,derived_data_gov,31.62234,74.87534
Ghaziabad,Uttar Pradesh,Ghaziabad,derived_data_gov,28.66535,77.43915
Gonda,Uttar Pradesh,Gonda,derived_data_gov,-17.56889,34.32444
Pilibhit,Uttar Pradesh,Pillibhit,derived_data_gov,,
Jasra,Uttar Pradesh,Prayagraj,derived_data_gov,25.44478,81.84322
Bachranwa,Uttar Pradesh,Raebarelli,derived_data_gov,,
Jayas,Uttar Pradesh,Raebarelli,derived_data_gov,,
Salon,Uttar Pradesh,Raebarelli,derived_data_gov,,
Rampur,Uttar Pradesh,Rampur,derived_data_gov,28.81014,79.02699
Shahabad,Uttar Pradesh,Rampur,derived_data_gov,28.81014,79.02699
Saharanpur,Uttar Pradesh,Saharanpur,derived_data_gov,29.9679,77.54522
Muradabad,Uttar Pradesh,Sambhal,derived_data_gov,28.58498,78.56959
Khalilabad,Uttar Pradesh,Sant Kabir Nagar,derived_data_gov,,
Mahoba,Uttar Pradesh,Mahoba,derived_data_gov,25.2905,79.87533
Kosikalan,Uttar Pradesh,Mathura,derived_data_gov,27.5035,77.67215
Mathura,Uttar Pradesh,Mathura,derived_data_gov,27.5035,77.67215
Kopaganj,Uttar Pradesh,Mau(Maunathbhanjan),derived_data_gov,,
Mawana,Uttar Pradesh,Meerut,derived_data_gov,28.98002,77.70636
Meerut,Uttar Pradesh,Meerut,derived_data_gov,28.98002,77.70636
Parikshitgarh,Uttar Pradesh,Meerut,derived_data_gov,28.98002,77.70636
Ahirora,Uttar Pradesh,Mirzapur,derived_data_gov,25.1449,82.56534
Mirzapur,Uttar Pradesh,Mirzapur,derived_data_gov,25.1449,82.56534
Khatauli,Uttar Pradesh,Muzaffarnagar,derived_data_gov,29.47091,77.70332
Haldibari,West Bengal,Coochbehar,derived_data_gov,,
Kadi,Gujarat,Mehsana,derived_data_gov,,
Godhra,Gujarat,Panchmahals,derived_data_gov,,
Gogamba,Gujarat,Panchmahals,derived_data_gov,,
Lunavada,Gujarat,Panchmahals,derived_data_gov,,
Dongargaon,Chattisgarh,Rajnandgaon,derived_data_gov,,
Dongargarh,Chattisgarh,Rajnandgaon,derived_data_gov,,
Gandai,Chattisgarh,Rajnandgaon,derived_data_gov,,
Kheragarh,Chattisgarh,Rajnandgaon,derived_data_gov,,
Rajnandgaon,Chattisgarh,Rajnandgaon,derived_data_gov,,
Konta,Chattisgarh,Sukma,derived_data_gov,18.39014,81.65941
Pratappur,Chattisgarh,Surajpur,derived_data_gov,23.21347,82.86836
Nilokheri,Haryana,Karnal,derived_data_gov,29.69197,76.98448
Nissing,Haryana,Karnal,derived_data_gov,29.69197,76.98448
Tarori,Haryana,Karnal,derived_data_gov,29.69197,76.98448
Babain,Haryana,Kurukshetra,derived_data_gov,29.9657,76.837
Iamailabad,Haryana,Kurukshetra,derived_data_gov,29.9657,76.837
Ladwa,Haryana,Kurukshetra,derived_data_gov,29.9657,76.837
Pehowa,Haryana,Kurukshetra,derived_data_gov,29.9657,76.837
Pipli,Haryana,Kurukshetra,derived_data_gov,29.9657,76.837
Shahabad,Haryana,Kurukshetra,derived_data_gov,29.9657,76.837
Thanesar,Haryana,Kurukshetra,derived_data_gov,29.9657,76.837
Rampurhat,West Bengal,Birbhum,derived_data_gov,,
Sainthia(Suri),West Bengal,Birbhum,derived_data_gov,,
Pai,Haryana,Kaithal,derived_data_gov,29.80153,76.39959
Siwan,Haryana,Kaithal,derived_data_gov,29.80153,76.39959
Asandh,Haryana,Karnal,derived_data_gov,29.69197,76.98448
Jundla,Haryana,Karnal,derived_data_gov,29.69197,76.98448
Kunjpura,Haryana,Karnal,derived_data_gov,29.69197,76.98448
Nigdu,Haryana,Karnal,derived_data_gov,29.69197,76.98448
Ambikapur,Chattisgarh,Surguja,derived_data_gov,24.26459,84.41159
Nagaur(Jayal),Rajasthan,Nagaur,derived_data_gov,27.20201,73.73394
Jaitaran,Rajasthan,Pali,derived_data_gov,25.77276,73.32335
Sanad,Gujarat,Ahmedabad,derived_data_gov,23.02579,72.58727
Bhabhar,Gujarat,Banaskanth,derived_data_gov,,
Tharad,Gujarat,Banaskanth,derived_data_gov,,
Bhavnagar,Gujarat,Bhavnagar,derived_data_gov,21.76287,72.15331
Palitana,Gujarat,Bhavnagar,derived_data_gov,21.76287,72.15331
Botad,Gujarat,Botad,derived_data_gov,22.16917,71.66671
Kalol,Gujarat,Gandhinagar,derived_data_gov,23.21667,72.68333
Mansa,Gujarat,Gandhinagar,derived_data_gov,23.21667,72.68333
Una,Gujarat,Gir Somnath,derived_data_gov,,
Anjar,Gujarat,Kachchh,derived_data_gov,34.6937,73.2467
Bhuj,Gujarat,Kachchh,derived_data_gov,34.6937,73.2467
Mundra,Gujarat,Kachchh,derived_data_gov,34.6937,73.2467
Rapar,Gujarat,Kachchh,derived_data_gov,34.6937,73.2467
Kapadvanj,Gujarat,Kheda,derived_data_gov,22.75218,72.68533
Becharaji,Gujarat,Mehsana,derived_data_gov,,
Vijapur,Gujarat,Mehsana,derived_data_gov,,
Visnagar,Gujarat,Mehsana,derived_data_gov,,
Halvad,Gujarat,Morbi,derived_data_gov,22.81731,70.8377
Vankaner,Gujarat,Morbi,derived_data_gov,22.81731,70.8377
Patan,Gujarat,Patan,derived_data_gov,27.67658,85.31417
Radhanpur,Gujarat,Patan,derived_data_gov,27.67658,85.31417
Jetpur(Dist.Rajkot),Gujarat,Rajkot,derived_data_gov,22.29161,70.79322
Talod,Gujarat,Sabarkantha,derived_data_gov,,
Mahuva,Gujarat,Surat,derived_data_gov,21.19594,72.83023
Chotila,Gujarat,Surendranagar,derived_data_gov,22.72706,71.64856
Ding,Haryana,Sirsa,derived_data_gov,29.53489,75.02898
Patharia,Madhya Pradesh,Damoh,derived_data_gov,23.83312,79.4419
Harda,Madhya Pradesh,Harda,derived_data_gov,22.34414,77.09536
Timarni,Madhya Pradesh,Harda,derived_data_gov,22.34414,77.09536
Jabalpur,Madhya Pradesh,Jabalpur,derived_data_gov,23.16697,79.95006
Sihora,Madhya Pradesh,Jabalpur,derived_data_gov,23.16697,79.95006
Mandla,Madhya Pradesh,Mandla,derived_data_gov,22.59879,80.37115
Bikaner (Grain),Rajasthan,Bikaner,derived_data_gov,28.01762,73.31495
Goreswar,Assam,Kamrup,derived_data_gov,,
Lanka,Assam,Nagaon,derived_data_gov,26.35,92.66667
Bhatapara,Chattisgarh,Balodabazar,derived_data_gov,,
Ramanujganj,Chattisgarh,Balrampur,derived_data_gov,23.61219,83.61115
Bilaspur,Chattisgarh,Bilaspur,derived_data_gov,22.08005,82.15543
Bilaspur,Haryana,Yamuna Nagar,derived_data_gov,30.12796,77.28371
Bermo,Jharkhand,Bokaro,derived_data_gov,23.66934,86.15161
Bokaro (Chas),Jharkhand,Bokaro,derived_data_gov,23.66934,86.15161
Chakulia,Jharkhand,East Singhbhum,derived_data_gov,,
